City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Boende,CD,2022-09-13 18:07:22,-0.2167,20.8667,77.5,71,82,1.25
273,Matara,LK,2022-09-13 18:07:22,5.9485,80.5353,76.75,93,78,5.99
274,Coquimbo,CL,2022-09-13 18:08:23,-29.9533,-71.3436,62.33,51,0,12.66
275,Lichinga,MZ,2022-09-13 18:08:23,-13.3128,35.2406,69.93,33,58,6.06
276,Luziania,BR,2022-09-13 18:08:24,-16.2525,-47.9503,96.98,13,7,4.5
277,Kuloy,RU,2022-09-13 18:08:24,61.0305,42.4925,48.45,73,85,5.39
278,Skelleftea,SE,2022-09-13 18:08:05,64.7507,20.9528,53.96,100,75,4.61
279,Porto Velho,BR,2022-09-13 18:04:34,-8.7619,-63.9039,91.45,52,40,5.75
280,Balykshi,KZ,2022-09-13 18:08:25,47.0667,51.8667,69.8,23,0,20.13
281,Abrau-Dyurso,RU,2022-09-13 18:08:26,44.69,37.59,63.86,80,94,5.17
282,Ati,TD,2022-09-13 18:08:26,13.2154,18.3353,86.9,57,77,10.18
283,Vila Franca Do Campo,PT,2022-09-13 18:08:27,37.7167,-25.4333,75.61,77,62,6.42
284,Viru,PE,2022-09-13 18:08:27,-8.4167,-78.75,73.33,52,16,12.06
285,Sainte-Suzanne,RE,2022-09-13 18:08:27,-20.9061,55.6089,75.11,73,40,12.66
286,Olafsvik,IS,2022-09-13 18:08:28,64.8945,-23.7142,47.86,78,26,8.03
287,Dohrighat,IN,2022-09-13 18:08:28,26.2644,83.5164,78.17,90,71,13.87
288,Imperia,IT,2022-09-13 18:08:29,43.9667,7.7833,70.09,77,75,2.33
289,Rivadavia,AR,2022-09-13 18:08:29,-33.1905,-68.4608,66.99,19,99,13.24
290,Padra,IN,2022-09-13 18:08:29,22.2333,73.0833,78.35,94,100,5.66
291,Lodwar,KE,2022-09-13 18:08:30,3.1191,35.5973,84.42,48,100,17.65
292,Mancora,PE,2022-09-13 18:08:30,-4.1078,-81.0475,74.64,65,8,10.22
293,Hearst,CA,2022-09-13 18:08:30,49.6835,-83.6665,68.02,49,7,7.87
294,Guayaramerin,BO,2022-09-13 18:08:31,-10.8368,-65.3614,101.79,25,2,5.28
295,Olinda,BR,2022-09-13 18:08:31,-8.0089,-34.8553,80.33,69,40,14.97
296,Ihosy,MG,2022-09-13 18:08:31,-22.4,46.1167,65.8,62,0,10.69
297,Beisfjord,NO,2022-09-13 18:08:32,68.3751,17.5988,54.05,88,95,4.03
298,Zonguldak,TR,2022-09-13 18:06:08,41.25,31.8333,53.85,94,39,1.07
299,Santa Maria,BR,2022-09-13 18:05:01,-29.6842,-53.8069,69.84,48,0,8.19
300,Le Port,RE,2022-09-13 18:08:32,-20.9373,55.2919,74.89,100,46,2.82
301,Stephenville,US,2022-09-13 18:08:33,32.2207,-98.2023,89.17,43,0,3.44
302,Lincoln,US,2022-09-13 18:08:33,40.8,-96.667,89.28,49,0,10.36
303,Camacha,PT,2022-09-13 18:08:33,33.0833,-16.3333,74.62,69,20,16.11
304,Pervoye Maya,RU,2022-09-13 18:08:34,56.164,44.7196,51.82,58,100,9.91
305,Tahta,EG,2022-09-13 18:08:34,26.7693,31.5021,91.08,25,1,6.38
306,Nouadhibou,MR,2022-09-13 18:08:35,20.931,-17.0347,74.52,83,89,20.71
307,Takoradi,GH,2022-09-13 18:08:35,4.8845,-1.7554,75.38,89,77,10.4
308,Ilebo,CD,2022-09-13 18:08:35,-4.3167,20.5833,77.0,76,99,1.32
309,Bokaro,IN,2022-09-13 18:08:36,23.7833,85.9667,76.89,94,97,5.73
310,Mankono,CI,2022-09-13 18:08:36,8.0586,-6.1897,74.01,95,99,3.6
311,Colomi,BO,2022-09-13 18:08:36,-17.35,-65.8667,67.06,68,84,9.31
312,Bousso,TD,2022-09-13 18:08:37,10.4795,16.7117,73.13,85,100,2.98
313,Santiago De Cao,PE,2022-09-13 18:08:37,-7.9589,-79.2392,64.53,77,20,14.97
314,Ovalle,CL,2022-09-13 18:08:38,-30.5983,-71.2003,66.04,33,17,5.95
315,Sheffield Lake,US,2022-09-13 18:08:38,41.4875,-82.1015,67.26,80,75,12.66
316,Brasy,CZ,2022-09-13 18:08:38,49.837,13.5783,65.48,87,97,14.0
317,Praia,CV,2022-09-13 18:08:39,14.9215,-23.5087,79.07,84,100,9.33
318,Halifax,CA,2022-09-13 18:05:54,44.6453,-63.5724,79.7,73,62,10.0
319,Odweyne,SO,2022-09-13 18:09:39,9.4092,45.064,84.43,37,100,13.09
320,Belyy Yar,RU,2022-09-13 18:09:40,53.6039,91.3903,43.86,68,0,4.47
321,Deinze,BE,2022-09-13 18:09:40,50.9818,3.531,67.14,92,100,6.46
322,Lagoa Da Prata,BR,2022-09-13 18:09:41,-20.0225,-45.5436,96.26,15,18,8.97
323,Gogrial,SS,2022-09-13 18:09:41,8.5332,28.1004,75.79,86,100,4.27
324,Matagami,CA,2022-09-13 18:09:41,49.7502,-77.6328,71.94,57,100,3.49
325,Tall Kayf,TR,2022-09-13 18:09:42,37.0833,41.0667,83.32,30,0,8.25
326,Karpathos,GR,2022-09-13 18:09:42,35.507,27.2132,75.16,64,0,16.11
327,Ubinskoye,RU,2022-09-13 18:09:42,55.3068,79.6802,40.68,66,49,1.68
328,Nioro,GM,2022-09-13 18:09:43,13.35,-15.75,81.91,83,89,6.96
329,Madimba,TZ,2022-09-13 18:09:43,-10.4,40.3333,72.48,86,40,6.49
330,Carnarvon,AU,2022-09-13 18:09:44,-24.8667,113.6333,63.99,64,0,13.96
331,Lagoa,PT,2022-09-13 18:09:44,39.05,-27.9833,73.81,89,100,9.98
332,Naustdal,NO,2022-09-13 18:09:45,61.509,5.7168,55.99,87,75,4.61
333,San Cristobal,VE,2022-09-13 18:09:45,7.7669,-72.225,82.47,52,47,6.67
334,Thaba Nchu,ZA,2022-09-13 18:09:46,-29.2093,26.839,56.61,19,0,6.38
335,Bat Khela,PK,2022-09-13 18:09:46,34.6167,71.9714,74.08,79,80,5.41
336,Alabaster,US,2022-09-13 18:09:46,33.2443,-86.8164,82.42,44,0,8.05
337,Muisne,EC,2022-09-13 18:09:47,0.6,-80.0333,75.99,79,96,10.69
338,Kindu,CD,2022-09-13 18:09:47,-2.95,25.95,75.78,76,91,1.36
339,Constantine,DZ,2022-09-13 18:09:47,36.365,6.6147,86.5,31,78,2.48
340,Lircay,PE,2022-09-13 18:09:48,-12.9896,-74.7205,58.1,55,98,2.08
341,Saint-Georges,GD,2022-09-13 18:09:48,12.0564,-61.7485,85.68,79,20,17.27
342,Nagorsk,RU,2022-09-13 18:09:48,59.3172,50.8078,47.89,74,94,3.62
343,Arrecife,ES,2022-09-13 18:09:49,28.963,-13.5477,75.18,88,40,6.91
344,Poarta Alba,RO,2022-09-13 18:09:49,44.2167,28.4,61.99,72,0,4.61
345,Acarau,BR,2022-09-13 18:09:50,-2.8856,-40.12,86.22,58,8,19.37
346,Plettenberg Bay,ZA,2022-09-13 18:09:50,-34.0527,23.3716,56.17,79,0,4.81
347,Channel-Port Aux Basques,CA,2022-09-13 18:09:50,47.5702,-59.1367,67.17,72,26,5.06
348,Kawambwa,ZM,2022-09-13 18:09:51,-9.7915,29.0791,79.75,24,80,4.14
349,Surt,LY,2022-09-13 18:09:51,31.2089,16.5887,80.87,65,0,11.5
350,Ylivieska,FI,2022-09-13 18:09:51,64.0833,24.55,51.31,81,100,7.96
351,Khed,IN,2022-09-13 18:09:52,17.7167,73.3833,75.25,98,100,3.38
352,Bombay,IN,2022-09-13 18:05:02,19.0144,72.8479,82.38,89,75,9.22
353,Suluq,LY,2022-09-13 18:09:52,31.6682,20.2521,79.05,50,4,15.97
354,Bondo,CD,2022-09-13 18:09:53,3.8146,23.6866,70.05,98,95,0.69
355,Sinnamary,GF,2022-09-13 18:09:53,5.3833,-52.95,84.0,72,13,11.81
356,Sukhovolya,UA,2022-09-13 18:09:53,49.8243,23.8377,54.03,66,95,2.42
357,Tarko-Sale,RU,2022-09-13 18:09:54,64.9225,77.785,44.67,95,100,8.86
358,Mayumba,GA,2022-09-13 18:09:54,-3.432,10.6554,75.42,78,46,5.7
359,Havoysund,NO,2022-09-13 18:09:55,70.9963,24.6622,44.83,83,72,11.39
360,Armacao De Pera,PT,2022-09-13 18:09:55,37.1026,-8.357,71.51,88,2,12.46
361,Jacqueville,CI,2022-09-13 18:09:56,5.2052,-4.4146,75.13,90,98,9.66
362,Karoi,ZW,2022-09-13 18:09:56,-16.8099,29.6925,69.4,37,4,10.31
363,Kamenka,RU,2022-09-13 18:09:56,51.3223,42.7678,53.65,80,100,15.28
364,Rawson,AR,2022-09-13 18:09:57,-43.3002,-65.1023,65.97,33,22,18.95
365,Benghazi,LY,2022-09-13 18:10:57,32.1167,20.0667,80.19,56,0,16.6
366,Kilindoni,TZ,2022-09-13 18:10:57,-7.9139,39.6668,75.67,77,38,15.86
367,Kalinovo,RU,2022-09-13 18:10:58,57.1317,60.1464,43.27,74,96,1.77
368,Birjand,IR,2022-09-13 18:10:58,32.8663,59.2211,69.6,14,0,2.68
369,Ribas Do Rio Pardo,BR,2022-09-13 18:10:59,-20.4431,-53.7592,94.21,30,20,6.02
370,Inirida,CO,2022-09-13 18:10:59,3.8653,-67.9239,90.84,50,76,2.91
371,Sagarejo,GE,2022-09-13 18:10:59,41.734,45.3315,66.63,66,15,3.76
372,Taloqan,AF,2022-09-13 18:11:00,36.7361,69.5345,68.45,25,0,2.71
373,San Andres,CO,2022-09-13 18:11:00,12.5847,-81.7006,87.82,74,20,6.91
374,Baffa,PK,2022-09-13 18:11:01,34.4378,73.2194,69.4,76,34,4.5
375,Rajgir,IN,2022-09-13 18:11:01,25.0333,85.4167,78.39,90,99,9.57
376,Samfya,ZM,2022-09-13 18:11:02,-11.3649,29.5565,79.41,28,60,10.33
377,Panara,IN,2022-09-13 18:11:03,22.0667,78.55,71.26,98,100,7.02
378,Sakakah,SA,2022-09-13 18:08:15,29.9697,40.2064,89.67,16,0,8.12
379,Salalah,OM,2022-09-13 18:11:03,17.0151,54.0924,79.29,85,91,5.48
380,San Estanislao,CO,2022-09-13 18:11:04,10.3983,-75.1511,87.69,65,60,3.27
381,Baghdad,IQ,2022-09-13 18:10:13,33.3406,44.4009,93.11,22,0,6.91
382,Stykkisholmur,IS,2022-09-13 18:11:04,65.0757,-22.7297,48.06,80,58,10.65
383,Camacupa,AO,2022-09-13 18:11:05,-12.0167,17.4833,76.78,23,16,3.96
384,Lerwick,GB,2022-09-13 18:11:05,60.1545,-1.1494,53.6,79,93,12.95
385,Pitimbu,BR,2022-09-13 18:11:06,-7.4706,-34.8086,77.59,75,56,14.0
386,Quebo,GW,2022-09-13 18:11:06,11.3333,-14.9333,81.3,79,100,6.73
387,Bereznik,RU,2022-09-13 18:11:07,62.8551,42.7072,47.66,89,96,4.99
388,Tobermory,CA,2022-09-13 18:11:08,45.2501,-81.6665,65.03,66,11,11.99
389,Nahavand,IR,2022-09-13 18:11:08,34.1885,48.377,73.2,18,52,5.39
390,Aktash,RU,2022-09-13 18:11:09,50.3,87.7333,29.05,96,51,1.97
391,Andijon,UZ,2022-09-13 18:11:09,40.7821,72.3442,63.68,33,0,4.27
392,Umm Lajj,SA,2022-09-13 18:11:10,25.0213,37.2685,90.07,41,6,8.21
393,Altamira,BR,2022-09-13 18:08:25,-3.2033,-52.2064,93.63,38,56,3.85
394,Kommunisticheskiy,RU,2022-09-13 18:11:11,61.6789,64.4819,46.17,78,100,7.05
395,Rundu,NA,2022-09-13 18:11:11,-17.9333,19.7667,75.76,11,0,6.6
396,Teguise,ES,2022-09-13 18:11:11,29.0605,-13.564,71.82,88,40,6.91
397,Terra Santa,BR,2022-09-13 18:11:12,-2.1042,-56.4869,101.43,25,43,5.82
398,Feucht,DE,2022-09-13 18:11:12,49.3767,11.2139,67.41,78,0,4.61
399,Cozumel,MX,2022-09-13 18:11:13,20.5083,-86.9458,93.27,64,40,6.91
400,Shetpe,KZ,2022-09-13 18:11:13,44.1667,52.1167,70.93,19,22,21.94
401,Chardara,KZ,2022-09-13 18:11:14,41.2547,67.9692,66.63,31,0,9.57
402,Rjukan,NO,2022-09-13 18:11:14,59.8789,8.5941,54.7,85,99,11.65
403,Bulawayo,ZW,2022-09-13 18:11:15,-20.15,28.5833,60.67,69,0,16.58
404,Leh,IN,2022-09-13 18:11:15,34.1667,77.5833,59.16,32,7,4.7
405,Sandwick,GB,2022-09-13 18:11:16,60.0,-1.25,53.42,82,40,6.91
406,Maxixe,MZ,2022-09-13 18:11:16,-23.8597,35.3472,68.31,68,81,13.4
407,Kondinskoye,RU,2022-09-13 18:11:16,59.6481,67.41,47.16,77,96,7.25
408,Kermanshah,IR,2022-09-13 18:11:17,34.3142,47.065,81.5,9,0,4.61
409,Qasigiannguit,GL,2022-09-13 18:11:18,68.8193,-51.1922,43.05,75,100,3.8
410,Dhidhdhoo,MV,2022-09-13 18:12:19,6.8833,73.1,80.98,79,68,5.82
411,Pimenta Bueno,BR,2022-09-13 18:12:19,-11.6725,-61.1936,100.17,23,33,4.76
412,Gornyy,RU,2022-09-13 18:12:19,55.1153,83.9059,37.31,67,61,3.6
413,Alta Floresta,BR,2022-09-13 18:12:20,-9.8756,-56.0861,103.62,14,65,2.93
414,Manacapuru,BR,2022-09-13 18:12:20,-3.2997,-60.6206,92.25,46,71,0.87
415,Shush,IR,2022-09-13 18:12:21,32.1942,48.2436,99.88,9,0,7.43
416,Nouakchott,MR,2022-09-13 18:12:22,18.0858,-15.9785,84.51,77,61,13.2
417,Antofagasta,CL,2022-09-13 18:12:22,-23.65,-70.4,62.04,65,4,14.5
418,Zaysan,KZ,2022-09-13 18:12:23,47.4667,84.8667,52.18,49,9,4.18
419,Porbandar,IN,2022-09-13 18:12:23,21.6422,69.6093,78.8,89,100,3.58
420,Ipira,BR,2022-09-13 18:12:23,-12.1583,-39.7372,82.17,46,66,8.95
421,Aduturai,IN,2022-09-13 18:12:24,11.0147,79.4791,80.64,80,65,12.53
422,Isiro,CD,2022-09-13 18:12:24,2.7739,27.616,68.85,95,95,1.74
423,Kasempa,ZM,2022-09-13 18:12:25,-13.4584,25.8338,74.25,21,1,7.29
424,Araouane,ML,2022-09-13 18:12:25,18.9048,-3.5265,105.98,12,11,3.51
425,Ancud,CL,2022-09-13 18:12:26,-41.8697,-73.8203,51.22,80,96,17.78
426,Trofors,NO,2022-09-13 18:12:26,65.5333,13.4063,53.47,98,100,3.24
427,Nekhayevskiy,RU,2022-09-13 18:12:26,50.4106,41.7561,54.28,96,85,7.49
428,Luze,CZ,2022-09-13 18:12:27,49.8934,16.0285,67.01,76,73,5.46
429,Ajdabiya,LY,2022-09-13 18:12:27,30.7554,20.2263,81.48,47,1,17.43
430,Makokou,GA,2022-09-13 18:12:27,0.5738,12.8642,75.09,71,80,3.0
431,Safranbolu,TR,2022-09-13 18:12:28,41.2508,32.6942,55.04,94,30,3.67
432,Pinheiro Machado,BR,2022-09-13 18:12:28,-31.5783,-53.3811,61.05,73,63,9.75
433,Tefe,BR,2022-09-13 18:12:29,-3.3542,-64.7114,93.31,62,40,2.3
434,Rio Verde De Mato Grosso,BR,2022-09-13 18:12:29,-18.9181,-54.8442,101.16,16,9,11.77
435,Sept-Iles,CA,2022-09-13 18:12:30,50.2001,-66.3821,63.05,90,100,9.22
436,Miesbach,DE,2022-09-13 18:12:30,47.789,11.8338,69.98,66,90,3.87
437,Vattalkundu,IN,2022-09-13 18:12:30,10.1667,77.7667,78.94,76,88,2.59
438,Bichena,ET,2022-09-13 18:12:31,10.45,38.2,54.05,89,77,4.29
439,Shalakusha,RU,2022-09-13 18:12:31,62.2247,40.2539,51.4,78,100,5.91
440,Mahajanga,MG,2022-09-13 18:12:31,-15.7167,46.3167,75.22,78,20,1.14
441,Chicama,PE,2022-09-13 18:12:32,-7.8447,-79.1469,63.14,57,34,11.74
442,Berbera,SO,2022-09-13 18:12:32,10.4396,45.0143,95.22,44,62,2.17
443,Cockburn Town,TC,2022-09-13 18:12:33,21.4612,-71.1419,84.45,73,2,14.83
444,Vicuna,CL,2022-09-13 18:12:33,-30.0319,-70.7081,61.77,38,54,7.09
445,Uvira,CD,2022-09-13 18:12:34,-3.4067,29.1458,78.55,69,75,7.52
446,Doka,SD,2022-09-13 18:12:34,13.5167,35.7667,72.72,93,79,6.64
447,Buje,HR,2022-09-13 18:12:34,45.41,13.6619,71.22,75,0,0.0
448,Pontarlier,FR,2022-09-13 18:12:35,46.8333,6.25,69.94,72,97,3.44
449,Riihimaki,FI,2022-09-13 18:12:35,60.7377,24.7773,53.15,91,100,7.74
450,Chandbali,IN,2022-09-13 18:12:35,20.7833,86.7667,80.89,87,100,14.23
451,Shihezi,CN,2022-09-13 18:12:36,44.3,86.0333,59.13,51,21,3.13
452,Shakhunya,RU,2022-09-13 18:12:36,57.6758,46.6114,45.81,68,53,6.96
453,Tavricheskoye,RU,2022-09-13 18:12:37,54.5851,73.6395,48.11,54,59,1.43
454,Belmonte,BR,2022-09-13 18:12:37,-15.8631,-38.8828,78.26,60,21,9.19
455,San Rafael,AR,2022-09-13 18:09:32,-34.6177,-68.3301,66.7,21,99,10.25
456,Vero Beach,US,2022-09-13 18:10:48,27.6386,-80.3973,92.05,64,0,5.01
457,Kavaratti,IN,2022-09-13 18:12:38,10.5669,72.642,80.64,82,26,11.25
458,Chadiza,ZM,2022-09-13 18:12:38,-14.0678,32.4392,77.16,30,71,10.47
459,Kedrovyy,RU,2022-09-13 18:12:13,56.1667,91.8167,30.87,80,14,2.48
460,Comodoro Rivadavia,AR,2022-09-13 18:10:55,-45.8667,-67.5,64.26,34,0,13.8
461,Aksu,CN,2022-09-13 18:13:39,41.1231,80.2644,73.29,27,0,8.12
462,Bantry,IE,2022-09-13 18:13:39,51.6833,-9.45,65.79,76,100,8.01
463,Almeirim,BR,2022-09-13 18:13:40,-1.5233,-52.5817,95.65,36,37,5.93
464,Rochelle,FR,2022-09-13 18:13:40,46.25,-1.0,81.95,57,95,9.22
465,Areosa,PT,2022-09-13 18:13:41,41.7178,-8.8571,67.46,88,93,17.22
466,Amapa,BR,2022-09-13 18:13:23,1.0,-52.0,92.1,41,43,4.72
467,Kathmandu,NP,2022-09-13 18:09:38,27.7167,85.3167,68.22,94,75,3.44
468,Urdoma,RU,2022-09-13 18:13:42,61.7533,48.5442,47.98,79,85,4.76
469,Lebyazhye,RU,2022-09-13 18:13:42,55.2689,66.4947,52.5,54,100,6.2
470,Ybycui,PY,2022-09-13 18:13:43,-26.0167,-57.05,77.09,29,12,5.88
471,Kimparana,ML,2022-09-13 18:13:43,12.8347,-4.9244,80.44,74,86,6.71
472,Zlobin,HR,2022-09-13 18:13:43,45.2924,14.6541,62.58,74,0,2.3
473,Segezha,RU,2022-09-13 18:13:44,63.7415,34.3222,52.47,80,100,9.98
474,Zaozerne,UA,2022-09-13 18:12:22,45.1582,33.2787,61.47,68,81,15.01
475,Trelew,AR,2022-09-13 18:10:10,-43.249,-65.3051,70.25,24,17,17.9
476,Manavgat,TR,2022-09-13 18:13:45,36.7867,31.4431,78.17,73,1,3.87
477,Tessaoua,NE,2022-09-13 18:13:45,13.7574,7.9874,90.79,44,82,8.84
478,Caucaia,BR,2022-09-13 18:13:46,-3.7361,-38.6531,84.15,75,0,17.27
479,Krasnoselkup,RU,2022-09-13 18:13:46,65.7,82.4667,40.8,86,100,1.39
480,Mana,GF,2022-09-13 18:13:47,5.6592,-53.7767,87.28,61,6,10.76
481,Mercedes,AR,2022-09-13 18:13:47,-34.6515,-59.4307,72.03,29,63,7.05
482,Vengerovo,RU,2022-09-13 18:13:47,55.6848,76.7471,42.28,67,46,2.55
483,Bonthe,SL,2022-09-13 18:13:48,7.5264,-12.505,79.3,75,99,9.42
484,Barkhan,PK,2022-09-13 18:13:48,29.8977,69.5256,78.96,61,5,0.81
485,Inta,RU,2022-09-13 18:13:49,66.0317,60.1659,44.38,93,100,10.76
486,Quatre Cocos,MU,2022-09-13 18:13:49,-20.2078,57.7625,70.09,76,33,8.77
487,Alvand,IR,2022-09-13 18:13:49,36.3187,49.1678,68.4,20,1,3.06
488,Gendringen,NL,2022-09-13 18:13:50,51.8733,6.3764,71.76,60,99,1.01
489,Barentu,ER,2022-09-13 18:13:50,15.1139,37.5928,76.15,67,54,4.74
490,Micheweni,TZ,2022-09-13 18:13:51,-4.9667,39.8333,74.59,80,68,13.33
491,Asfi,MA,2022-09-13 18:13:51,32.2994,-9.2372,71.22,89,80,8.08
492,Yar-Sale,RU,2022-09-13 18:13:52,66.8333,70.8333,42.87,84,98,6.73
493,Naryan-Mar,RU,2022-09-13 18:13:52,67.6713,53.087,43.84,93,95,10.63
494,Tazovskiy,RU,2022-09-13 18:13:53,67.4667,78.7,35.62,83,98,9.55
495,East Retford,GB,2022-09-13 18:13:53,53.3221,-0.9432,64.4,82,0,3.44
496,Mathathane,BW,2022-09-13 18:13:53,-22.2687,28.7495,67.95,52,9,17.34
497,Lahij,YE,2022-09-13 18:13:54,13.1667,44.5833,88.74,41,71,10.07
498,Escanaba,US,2022-09-13 18:10:13,45.7453,-87.0646,78.51,46,0,6.91
499,Calama,CL,2022-09-13 18:13:54,-22.4667,-68.9333,66.69,8,0,24.16
500,Nalut,LY,2022-09-13 18:13:55,30.3333,10.85,92.16,18,0,11.18
501,Bissau,GW,2022-09-13 18:13:55,11.8636,-15.5977,86.11,74,75,8.05
502,Corovode,AL,2022-09-13 18:13:55,40.5042,20.2272,64.96,49,0,5.03
503,Vallenar,CL,2022-09-13 18:13:56,-28.5708,-70.7581,65.86,28,0,7.02
504,Adamovka,RU,2022-09-13 18:14:56,51.5223,59.9396,52.79,53,5,7.76
505,Verkhniy Landekh,RU,2022-09-13 18:14:56,56.8389,42.5994,51.87,61,96,10.04
506,Samoded,RU,2022-09-13 18:14:57,63.6083,40.5111,48.4,87,96,5.77
507,Antalaha,MG,2022-09-13 18:14:57,-14.9003,50.2788,70.23,84,90,6.64
508,Miracema Do Tocantins,BR,2022-09-13 18:14:58,-9.5618,-48.3967,105.58,13,13,2.01
509,Quelimane,MZ,2022-09-13 18:14:58,-17.8786,36.8883,75.15,78,20,9.22
510,Manavalakurichi,IN,2022-09-13 18:14:58,8.1333,77.3,77.32,91,97,10.02
511,Melfi,IT,2022-09-13 18:14:59,40.9965,15.6514,70.5,42,0,0.92
512,Treinta Y Tres,UY,2022-09-13 18:14:59,-33.2333,-54.3833,62.58,66,66,10.96
513,Namibe,AO,2022-09-13 18:15:00,-15.1961,12.1522,66.58,83,60,7.4
514,Umm Kaddadah,SD,2022-09-13 18:15:00,13.6017,26.6876,91.27,35,93,8.81
515,Jijiga,ET,2022-09-13 18:15:00,9.35,42.8,71.58,59,100,9.13
516,Deer Lake,CA,2022-09-13 18:15:01,49.1667,-57.4316,76.86,41,20,4.61
517,Barranca,PE,2022-09-13 18:15:01,-10.75,-77.7667,64.22,72,80,12.84
518,Mangai,CD,2022-09-13 18:15:02,-4.05,19.5333,78.24,65,96,0.67
519,Ovre Ardal,NO,2022-09-13 18:15:02,61.3167,7.8,50.88,99,100,5.23
520,Usinsk,RU,2022-09-13 18:15:03,65.9939,57.5281,44.01,96,100,9.55
521,Conde,BR,2022-09-13 18:15:04,-7.2597,-34.9075,76.46,88,75,14.97
522,Necochea,AR,2022-09-13 18:15:05,-38.5473,-58.7368,56.46,67,1,9.98
523,Fereydun Kenar,IR,2022-09-13 18:15:05,36.6864,52.5225,79.45,53,0,10.89
524,Rameswaram,IN,2022-09-13 18:15:05,9.2833,79.3,80.33,84,85,25.86
525,Atocha,BO,2022-09-13 18:15:06,-20.9333,-66.2333,51.73,10,2,30.47
526,Point Pleasant,US,2022-09-13 18:11:25,40.0832,-74.0682,85.01,67,40,12.66
527,Latehar,IN,2022-09-13 18:15:07,23.75,84.5,75.34,92,98,5.73
528,Bloomingdale,US,2022-09-13 18:14:32,27.8936,-82.2404,90.14,75,0,4.61
529,Husavik,IS,2022-09-13 18:15:07,66.0449,-17.3389,46.22,90,96,13.31
530,Kot Khai,IN,2022-09-13 18:15:08,31.1167,77.5333,62.6,94,59,2.35
531,Vardo,NO,2022-09-13 18:14:36,70.3705,31.1107,44.58,87,75,3.44
532,Sur,OM,2022-09-13 18:15:08,22.5667,59.5289,84.13,70,11,11.81
533,Abonnema,NG,2022-09-13 18:15:09,4.7084,6.7931,75.72,92,99,5.41
534,Mopti,ML,2022-09-13 18:15:09,14.6667,-4.0,87.84,74,20,4.61
535,Blagoyevo,RU,2022-09-13 18:15:10,63.3667,47.9167,46.99,95,97,5.48
536,Mossendjo,CG,2022-09-13 18:15:10,-2.9506,12.7261,78.46,59,98,3.29
537,Kurduvadi,IN,2022-09-13 18:15:11,18.0833,75.4333,73.8,88,100,12.12
538,Gidole,ET,2022-09-13 18:15:11,5.65,37.3667,59.94,72,100,0.47
539,Epinal,FR,2022-09-13 18:11:13,48.1833,6.45,76.55,71,99,4.09
540,Les Cayes,HT,2022-09-13 18:15:12,18.2,-73.75,86.58,63,21,11.68
541,Bozoum,CF,2022-09-13 18:15:12,6.3193,16.3799,70.0,95,99,2.3
542,Bouake,CI,2022-09-13 18:15:13,7.6895,-5.0218,77.11,83,40,2.3
543,Ordynskoye,RU,2022-09-13 18:15:14,54.3656,81.8994,40.08,70,9,4.88
544,Oum Hadjer,TD,2022-09-13 18:15:14,13.2954,19.6966,86.92,53,83,7.23
